DATE, EX_NUM, MEAN_METHOD, BOOL_ALPHA_THETA, EMIN, EMAX, LOW_RANK_APPROX_METHOD, LOW_RANK_ITE, APF_METHOD, APF_ITE, BOOL_LOG, SYLVESTER_BUILD_METHOD, GCD_METHODM, METHOD_NAME, DECONVOLUTION_METHOD HX, DECONVOLUTION_METHOD WX, DECONVOLUTION_PREPROC, FORWARD_ERROR, BACKWARD_ERROR, ERROR_FX, ERROR_HX, ERROR_WX 
28-Oct-2017 16:30:48,10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,2.488906e-05,3.416633e-04,1.329666e-05,6.478007e-05,3.169345e-05
28-Oct-2017 17:14:48,10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,4.166370e-06,6.167699e-05,1.329666e-05,2.411215e-05,7.096133e-06
28-Oct-2017 17:15:26,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.817905e-08,3.818220e-08,7.648726e-09,5.651938e-09,2.260324e-09
28-Oct-2017 17:16:01,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.415229e-07,1.066387e-07,7.648726e-09,1.030905e-08,6.816541e-09
28-Oct-2017 17:16:04,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.039945e-07,8.613960e-08,8.518160e-09,2.472890e-08,5.067504e-09
28-Oct-2017 17:16:06,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.499519e-07,1.087660e-07,7.648726e-09,1.703681e-08,7.406629e-09
28-Oct-2017 17:16:09,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.069394e-07,8.688422e-08,8.518160e-09,2.328529e-08,5.148203e-09
28-Oct-2017 17:16:12,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,1.469772e-07,1.080154e-07,7.648726e-09,1.668505e-08,7.185990e-09
28-Oct-2017 17:16:15,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,1.060710e-07,8.666468e-08,8.518160e-09,2.299848e-08,5.121730e-09
28-Oct-2017 17:16:18,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,4.134028e-08,4.533310e-08,7.648726e-09,4.773168e-09,2.762469e-09
28-Oct-2017 17:16:21,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,4.841726e-08,5.153573e-08,8.518160e-09,6.018496e-09,3.105654e-09
28-Oct-2017 17:16:24,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.817905e-08,3.818220e-08,7.648726e-09,5.651938e-09,2.260324e-09
28-Oct-2017 17:16:27,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,6.015668e-08,6.651679e-08,8.518160e-09,8.851199e-09,4.066952e-09
28-Oct-2017 17:16:48,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.415229e-07,1.066387e-07,7.648726e-09,1.030905e-08,6.816541e-09
28-Oct-2017 17:16:51,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.039945e-07,8.613960e-08,8.518160e-09,2.472890e-08,5.067504e-09
28-Oct-2017 17:16:54,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.499519e-07,1.087660e-07,7.648726e-09,1.703681e-08,7.406629e-09
28-Oct-2017 17:16:57,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.069394e-07,8.688422e-08,8.518160e-09,2.328529e-08,5.148203e-09
28-Oct-2017 17:17:00,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,1.469772e-07,1.080154e-07,7.648726e-09,1.668505e-08,7.185990e-09
28-Oct-2017 17:17:03,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,1.060710e-07,8.666468e-08,8.518160e-09,2.299848e-08,5.121730e-09
28-Oct-2017 17:17:06,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,4.134028e-08,4.533310e-08,7.648726e-09,4.773168e-09,2.762469e-09
28-Oct-2017 17:17:09,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,4.841726e-08,5.153573e-08,8.518160e-09,6.018496e-09,3.105654e-09
28-Oct-2017 17:17:12,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.817905e-08,3.818220e-08,7.648726e-09,5.651938e-09,2.260324e-09
28-Oct-2017 17:17:15,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,6.015668e-08,6.651679e-08,8.518160e-09,8.851199e-09,4.066952e-09
28-Oct-2017 17:20:49,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.415229e-07,1.066387e-07,7.648726e-09,1.030905e-08,6.816541e-09
28-Oct-2017 17:20:52,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.039945e-07,8.613960e-08,8.518160e-09,2.472890e-08,5.067504e-09
28-Oct-2017 17:20:55,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.499519e-07,1.087660e-07,7.648726e-09,1.703681e-08,7.406629e-09
28-Oct-2017 17:20:58,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.069394e-07,8.688422e-08,8.518160e-09,2.328529e-08,5.148203e-09
28-Oct-2017 17:21:01,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,1.469772e-07,1.080154e-07,7.648726e-09,1.668505e-08,7.185990e-09
28-Oct-2017 17:21:04,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,1.060710e-07,8.666468e-08,8.518160e-09,2.299848e-08,5.121730e-09
28-Oct-2017 17:21:06,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,4.134028e-08,4.533310e-08,7.648726e-09,4.773168e-09,2.762469e-09
28-Oct-2017 17:21:09,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,4.841726e-08,5.153573e-08,8.518160e-09,6.018496e-09,3.105654e-09
28-Oct-2017 17:21:12,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.817905e-08,3.818220e-08,7.648726e-09,5.651938e-09,2.260324e-09
28-Oct-2017 17:21:15,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,6.015668e-08,6.651679e-08,8.518160e-09,8.851199e-09,4.066952e-09
28-Oct-2017 17:23:07,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,7.454430e-08,1.637242e-07,1.167037e-08,3.466102e-08,1.397588e-08
28-Oct-2017 17:23:10,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.449548e-07,1.755349e-07,2.034715e-08,8.399693e-08,1.119235e-08
28-Oct-2017 17:23:13,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,4.667169e-07,4.066681e-07,2.513442e-08,4.050796e-08,2.403650e-08
28-Oct-2017 17:23:16,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,4.188628e-08,1.725922e-07,1.167037e-08,6.078507e-08,1.772988e-08
28-Oct-2017 17:23:19,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.515963e-07,1.738441e-07,2.034715e-08,8.089015e-08,1.079829e-08
28-Oct-2017 17:23:21,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,5.195872e-07,4.200432e-07,2.513442e-08,4.808866e-08,2.495630e-08
28-Oct-2017 17:23:24,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,4.508804e-08,1.716722e-07,1.167037e-08,5.964383e-08,1.732546e-08
28-Oct-2017 17:23:27,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,1.471618e-07,1.749728e-07,2.034715e-08,8.034515e-08,1.105574e-08
28-Oct-2017 17:23:30,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,5.091120e-07,4.173949e-07,2.513442e-08,4.665300e-08,2.463315e-08
28-Oct-2017 17:23:33,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.463173e-07,1.461909e-07,1.167037e-08,1.458999e-08,8.652506e-09
28-Oct-2017 17:23:35,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.720474e-07,1.901275e-07,2.034715e-08,2.009387e-08,1.162198e-08
28-Oct-2017 17:23:38,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.654571e-07,1.641161e-07,2.513442e-08,1.805941e-08,9.699039e-09
28-Oct-2017 17:23:41,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,8.041863e-08,8.386406e-08,1.167037e-08,1.254533e-08,5.019845e-09
28-Oct-2017 17:23:44,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,1.548721e-07,1.762194e-07,2.034715e-08,2.346393e-08,1.090739e-08
28-Oct-2017 17:23:46,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.003760e-08,2.418780e-08,2.513442e-08,4.217699e-09,1.440484e-09
28-Oct-2017 17:25:51,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,9.600375e-08,1.581602e-07,1.167037e-08,3.466102e-08,1.186265e-08
28-Oct-2017 17:25:53,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,1.549890e-07,1.729812e-07,2.034715e-08,8.399693e-08,1.061751e-08
28-Oct-2017 17:25:56,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,0,4.683379e-07,4.070786e-07,2.513442e-08,4.050796e-08,2.403759e-08
28-Oct-2017 17:25:59,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,9.600375e-08,1.581602e-07,1.167037e-08,3.466102e-08,1.186265e-08
28-Oct-2017 17:26:02,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,1.549890e-07,1.729812e-07,2.034715e-08,8.399693e-08,1.061751e-08
28-Oct-2017 17:26:05,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,0,4.683379e-07,4.070786e-07,2.513442e-08,4.050796e-08,2.403759e-08
28-Oct-2017 17:26:08,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,0,9.869727e-08,1.574674e-07,1.167037e-08,3.576543e-08,1.161928e-08
28-Oct-2017 17:26:11,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,0,1.522096e-07,1.736882e-07,2.034715e-08,8.474931e-08,1.076455e-08
28-Oct-2017 17:26:15,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,0,4.617878e-07,4.078146e-07,2.513442e-08,4.027024e-08,2.404394e-08
28-Oct-2017 17:26:18,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,1.122132e-07,1.789721e-07,1.167037e-08,3.270716e-08,1.320383e-08
28-Oct-2017 17:26:21,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,1.864704e-07,1.592604e-07,2.034715e-08,1.423462e-07,9.359264e-09
28-Oct-2017 17:26:24,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,0,5.560938e-08,7.878527e-08,2.513442e-08,1.863779e-08,5.459243e-09
28-Oct-2017 17:26:27,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,0,8.092696e-08,9.770748e-08,1.167037e-08,1.553775e-08,6.220662e-09
28-Oct-2017 17:26:30,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,0,7.476503e-07,7.610878e-07,2.034715e-08,1.286413e-07,4.524480e-08
28-Oct-2017 17:26:33,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,0,1.956027e-07,1.880506e-07,2.513442e-08,2.560544e-08,1.106073e-08
28-Oct-2017 17:29:07,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,7.454430e-08,1.637242e-07,1.167037e-08,3.466102e-08,1.397588e-08
28-Oct-2017 17:29:09,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.449548e-07,1.755349e-07,2.034715e-08,8.399693e-08,1.119235e-08
28-Oct-2017 17:29:12,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,4.667169e-07,4.066681e-07,2.513442e-08,4.050796e-08,2.403650e-08
28-Oct-2017 17:29:15,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,4.188628e-08,1.725922e-07,1.167037e-08,6.078507e-08,1.772988e-08
28-Oct-2017 17:29:17,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.515963e-07,1.738441e-07,2.034715e-08,8.089015e-08,1.079829e-08
28-Oct-2017 17:29:20,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,5.195872e-07,4.200432e-07,2.513442e-08,4.808866e-08,2.495630e-08
28-Oct-2017 17:29:23,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,4.508804e-08,1.716722e-07,1.167037e-08,5.964383e-08,1.732546e-08
28-Oct-2017 17:29:26,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,1.471618e-07,1.749728e-07,2.034715e-08,8.034515e-08,1.105574e-08
28-Oct-2017 17:29:28,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,5.091120e-07,4.173949e-07,2.513442e-08,4.665300e-08,2.463315e-08
28-Oct-2017 17:29:31,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.463173e-07,1.461909e-07,1.167037e-08,1.458999e-08,8.652506e-09
28-Oct-2017 17:29:34,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.720474e-07,1.901275e-07,2.034715e-08,2.009387e-08,1.162198e-08
28-Oct-2017 17:29:36,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.654571e-07,1.641161e-07,2.513442e-08,1.805941e-08,9.699039e-09
28-Oct-2017 17:29:39,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,8.041863e-08,8.386406e-08,1.167037e-08,1.254533e-08,5.019845e-09
28-Oct-2017 17:29:42,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,1.548721e-07,1.762194e-07,2.034715e-08,2.346393e-08,1.090739e-08
28-Oct-2017 17:29:45,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.003760e-08,2.418780e-08,2.513442e-08,4.217699e-09,1.440484e-09
28-Oct-2017 18:27:19,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.415229e-07,1.066387e-07,7.648726e-09,1.030905e-08,6.816541e-09
28-Oct-2017 18:27:59,1,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,2.503715e-08,2.181781e-08,6.302314e-09,3.543483e-09,1.289610e-09
28-Oct-2017 18:28:33,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.003760e-08,2.418780e-08,2.513442e-08,4.217699e-09,1.440484e-09
28-Oct-2017 18:29:08,1,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,7.454430e-08,1.637242e-07,1.167037e-08,3.466102e-08,1.397588e-08
28-Oct-2017 19:30:28,1,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,7.454606e-05,1.637370e-04,1.167070e-05,3.466142e-05,1.397662e-05
28-Oct-2017 19:31:00,1,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.004035e-05,2.418990e-05,2.513449e-05,4.217793e-06,1.440601e-06
28-Oct-2017 19:31:55,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.006510e-04,2.420882e-04,2.513518e-04,4.218635e-05,1.441650e-05
28-Oct-2017 19:32:32,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,7.456327e-04,1.638538e-03,1.167378e-04,3.466507e-04,1.398335e-04
28-Oct-2017 19:32:35,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard STLN,3,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.449737e-03,1.751088e-03,2.034112e-04,8.378604e-04,1.114236e-04
28-Oct-2017 19:32:38,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,4.655144e-03,4.069129e-03,2.513518e-04,4.050930e-04,2.403672e-04
28-Oct-2017 19:32:40,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,4.200548e-04,1.726976e-03,1.167378e-04,6.079128e-04,1.772641e-04
28-Oct-2017 19:32:43,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard STLN,3,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.515368e-03,1.734357e-03,2.034112e-04,8.073784e-04,1.075551e-04
28-Oct-2017 19:32:46,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,5.180312e-03,4.202642e-03,2.513518e-04,4.808630e-04,2.495286e-04
28-Oct-2017 19:32:48,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,4.522699e-04,1.718147e-03,1.167378e-04,5.964567e-04,1.732505e-04
28-Oct-2017 19:32:51,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard STLN,3,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,1.472288e-03,1.746783e-03,2.034112e-04,8.018838e-04,1.101729e-04
28-Oct-2017 19:32:54,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch With STLN,Batch,1,5.077784e-03,4.177646e-03,2.513518e-04,4.666170e-04,2.463895e-04
28-Oct-2017 19:32:57,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.462023e-03,1.461748e-03,1.167378e-04,1.458856e-04,8.649151e-05
28-Oct-2017 19:32:59,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard STLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.735029e-03,1.913561e-03,2.034112e-04,2.024949e-04,1.169657e-04
28-Oct-2017 19:33:02,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained,Batch,1,1.655183e-03,1.639858e-03,2.513518e-04,1.804983e-04,9.693542e-05
28-Oct-2017 19:33:05,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,8.051341e-04,8.392836e-04,1.167378e-04,1.255290e-04,5.024519e-05
28-Oct-2017 19:33:07,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard STLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,1.552643e-03,1.764573e-03,2.034112e-04,2.350689e-04,1.092441e-04
28-Oct-2017 19:33:10,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Batch Constrained With STLN,Batch,1,3.006510e-04,2.420882e-04,2.513518e-04,4.218635e-05,1.441650e-05
28-Oct-2017 19:35:00,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,7.456327e-04,1.638538e-03,1.167378e-04,3.466507e-04,1.398335e-04
28-Oct-2017 19:35:03,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard STLN,3,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,1.449737e-03,1.751088e-03,2.034112e-04,8.378604e-04,1.114236e-04
28-Oct-2017 19:35:05,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard SNTLN,3,None,0,0,DTQ,ux and vx,My Method,Separate,Batch,1,4.655144e-03,4.069129e-03,2.513518e-04,4.050930e-04,2.403672e-04
28-Oct-2017 19:35:08,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,4.200548e-04,1.726976e-03,1.167378e-04,6.079128e-04,1.772641e-04
28-Oct-2017 19:35:11,1,Geometric Mean Matlab Method,1,1.000000e-04,1.000000e-04,Standard STLN,3,None,0,0,DTQ,ux and vx,My Method,Batch,Batch,1,1.515368e-03,1.734357e-03,2.034112e-04,8.073784e-04,1.075551e-04
