DATE, EX_NUM, m, n, t, ERROR_UX, ERROR_VX, ERROR_DX, MEAN_METHOD, BOOL_ALPHA_THETA, EMIN, EMAX, LOW_RANK_APPROX_METHOD,LOW_RANK_ITE, APF_METHOD, APF_ITE,BOOL_LOG,SYLVESTER_BUILD_METHOD,GCD_METHOD, RANK_REVEALING_METRIC
05-Oct-2017 11:16:35,15,13,11,8,8,9.6945e-07,6.9153e-07,2.9623e-07,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:16:36,15,13,11,8,8,1.1229e-08,1.1079e-09,6.439e-10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:16:37,15,13,11,8,8,4.1289e-09,2.0883e-10,2.8861e-10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:17:44,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:18:02,3,21,20,12,12,6.6925e-09,2.1833e-11,2.716e-09,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:18:03,3,21,20,12,12,5.9266e-08,2.521e-10,2.6594e-09,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,10,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:18:05,3,21,20,12,12,2.6948e-07,3.2175e-08,6.4145e-08,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:19:17,4,5,6,2,2,3.4585e-10,2.9213e-10,1.0988e-09,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:19:19,4,5,6,2,2,5.5889e-10,4.2995e-10,9.1227e-10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:19:20,4,5,6,2,2,5.7893e-10,2.499e-10,8.1803e-10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:19:48,4,5,6,2,2,3.4589e-08,2.9216e-08,1.0987e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:19:49,4,5,6,2,2,5.5889e-08,4.2995e-08,9.1227e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:19:51,4,5,6,2,2,5.7893e-08,2.499e-08,8.1803e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:20:31,5,9,9,6,6,2.6837e-07,1.2409e-07,5.7149e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:20:32,5,9,9,6,6,4.3324e-07,9.6885e-08,2.8031e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:20:33,5,9,9,6,6,1.0633e-06,1.0999e-07,3.7322e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:20:58,6,26,28,16,18,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:21:05,7,30,38,16,27,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:21:07,7,30,38,16,27,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard STLN,8,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:21:14,8,25,24,16,16,8.2139e-07,4.4834e-08,8.0381e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:21:15,8,25,24,16,16,1.9851e-05,1.0739e-07,2.0156e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard STLN,10,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:21:17,8,25,24,16,16,0.00025836,2.9657e-05,4.3661e-05,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard SNTLN,4,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:21:53,8,25,24,16,16,8.2139e-07,4.4834e-08,8.0381e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:21:55,8,25,24,16,16,1.9851e-05,1.0739e-07,2.0156e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard STLN,10,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:21:56,8,25,24,16,16,0.00025836,2.9657e-05,4.3661e-05,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard SNTLN,4,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:23:11,9,35,31,23,23,1.037e-05,3.2584e-08,9.6498e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:24:55,15,13,11,8,8,9.6935e-05,6.9146e-05,2.9619e-05,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:24:56,15,13,11,8,8,1.1229e-06,1.1079e-07,6.4389e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:24:57,15,13,11,8,8,4.1289e-07,2.0883e-08,2.886e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:26:18,15,13,11,8,9,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:26:19,15,13,11,8,9,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-04,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:26:21,15,13,11,8,9,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-04,Standard SNTLN,7,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:26:38,15,13,11,8,8,0.00096514,0.0006885,0.00029479,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:26:39,15,13,11,8,8,1.123e-05,1.0663e-06,6.2029e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,Standard STLN,4,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:26:40,15,13,11,8,8,4.1079e-06,1.8852e-07,2.7224e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,Standard SNTLN,4,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:29:13,15,13,11,8,8,0.00096514,0.0006885,0.00029479,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:29:14,15,13,11,8,8,1.123e-05,1.0663e-06,6.2029e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,Standard STLN,10,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:29:15,15,13,11,8,8,4.1079e-06,1.8852e-07,2.7224e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,Standard SNTLN,10,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:29:51,15,13,11,8,8,0.00096514,0.0006885,0.00029479,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:29:52,15,13,11,8,8,1.123e-05,1.0663e-06,6.2029e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,Standard STLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:29:54,15,13,11,8,8,4.1079e-06,1.8852e-07,2.7224e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,Standard SNTLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:30:24,1,4,4,3,3,7.9886e-08,3.1934e-08,6.8155e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:30:25,1,4,4,3,3,2.5371e-07,1.1572e-07,6.4636e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,Standard STLN,92,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:30:27,1,4,4,3,3,6.0703e-07,3.5156e-07,5.1194e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,Standard SNTLN,9,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:30:55,2,19,16,5,6,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:30:56,2,19,16,5,6,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-05,Standard STLN,21,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:31:29,2,19,16,5,5,1.2324e-05,1.9487e-06,2.2328e-05,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:31:35,3,21,20,12,12,7.9193e-08,1.0909e-09,2.8472e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:31:36,3,21,20,12,12,4.3587e-07,4.0953e-10,2.8045e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:31:38,3,21,20,12,12,2.7886e-06,3.2799e-07,6.514e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:32:01,4,5,6,2,2,3.3721e-09,2.1792e-09,9.5448e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:32:02,4,5,6,2,2,5.0633e-09,3.1816e-09,8.0447e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:32:03,4,5,6,2,2,5.207e-09,2.0304e-09,7.3552e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:32:27,5,9,9,6,6,2.8868e-08,1.3549e-08,6.082e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:32:28,5,9,9,6,6,4.8051e-08,1.0406e-08,3.0653e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:32:30,5,9,9,6,6,1.0692e-07,1.1748e-08,4.0487e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,4,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:33:39,6,26,28,16,18,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:35:50,7,30,38,16,1,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:35:56,8,25,24,16,16,8.5918e-08,3.271e-09,7.6818e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:35:58,8,25,24,16,16,2.2253e-06,9.2964e-09,1.8907e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:36:00,8,25,24,16,16,2.6777e-05,3.0764e-06,4.5334e-06,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:37:03,8,25,24,16,16,8.5918e-08,3.271e-09,7.6818e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:37:04,8,25,24,16,16,2.2253e-06,9.2964e-09,1.8907e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 11:37:17,8,25,24,16,16,2.6777e-05,3.0764e-06,4.5334e-06,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 14:15:29,8,25,24,16,16,8.5918e-08,3.271e-09,7.6818e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 14:15:30,8,25,24,16,16,2.2253e-06,9.2964e-09,1.8907e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
05-Oct-2017 14:15:32,8,25,24,16,16,2.6777e-05,3.0764e-06,4.5334e-06,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,100,None,0,0,DTQ,ux and vx,Minimum Singular Values 
12-Oct-2017 09:51:29,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,T,ux and vx,Minimum Singular Values 
12-Oct-2017 09:51:32,19,59,18,7,7,4.4277e-09,1.6782e-08,1.9492e-08,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DT,ux and vx,Minimum Singular Values 
12-Oct-2017 09:51:36,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,TQ,ux and vx,Minimum Singular Values 
12-Oct-2017 09:51:38,19,59,18,7,7,4.4247e-09,1.6781e-08,1.955e-08,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
12-Oct-2017 09:51:40,19,59,18,7,7,4.4241e-09,1.6785e-08,0.96619,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ Denominator Removed,ux and vx,Minimum Singular Values 
12-Oct-2017 09:52:15,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,T,ux and vx,Minimum Singular Values 
12-Oct-2017 09:52:18,19,59,18,7,7,4.4277e-09,1.6782e-08,1.9492e-08,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DT,ux and vx,Minimum Singular Values 
12-Oct-2017 09:52:21,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,TQ,ux and vx,Minimum Singular Values 
12-Oct-2017 09:52:23,19,59,18,7,7,4.4247e-09,1.6781e-08,1.955e-08,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
12-Oct-2017 09:52:44,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,T,ux and vx,Minimum Singular Values 
12-Oct-2017 09:56:16,19,59,18,7,7,4.4277e-09,1.6782e-08,1.9492e-08,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DT,ux and vx,Minimum Singular Values 
12-Oct-2017 09:56:25,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,TQ,ux and vx,Minimum Singular Values 
12-Oct-2017 09:56:35,19,59,18,7,7,4.4247e-09,1.6781e-08,1.955e-08,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
12-Oct-2017 10:01:33,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,T,ux and vx,Minimum Singular Values 
12-Oct-2017 10:01:42,19,59,18,7,7,4.6161e-08,1.7497e-07,1.9881e-07,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,DT,ux and vx,Minimum Singular Values 
12-Oct-2017 10:01:48,19,59,18,7,4,1000,1000,1000,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,TQ,ux and vx,Minimum Singular Values 
12-Oct-2017 10:01:53,19,59,18,7,7,4.6156e-08,1.7497e-07,1.9883e-07,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
12-Oct-2017 10:08:47,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,T,ux and vx,Minimum Singular Values 
12-Oct-2017 10:08:50,19,59,18,7,7,4.6161e-08,1.7497e-07,1.9881e-07,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,DT,ux and vx,Minimum Singular Values 
12-Oct-2017 10:08:53,19,59,18,7,4,1000,1000,1000,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,TQ,ux and vx,Minimum Singular Values 
12-Oct-2017 10:09:00,19,59,18,7,7,4.6156e-08,1.7497e-07,1.9883e-07,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
12-Oct-2017 10:09:07,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,T,ux and vx,Minimum Singular Values 
12-Oct-2017 10:09:11,19,59,18,7,7,4.6161e-08,1.7497e-07,1.9881e-07,None,0,1.000000e-10,1.000000e-09,None,0,None,0,0,DT,ux and vx,Minimum Singular Values 
12-Oct-2017 10:10:59,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-14,1.000000e-14,None,0,None,0,0,T,ux and vx,Minimum Singular Values 
12-Oct-2017 10:11:09,19,59,18,7,7,7.6383e-13,7.1895e-12,5.3466e-11,None,0,1.000000e-14,1.000000e-14,None,0,None,0,0,DT,ux and vx,Minimum Singular Values 
12-Oct-2017 10:11:14,19,59,18,7,1,1000,1000,1000,None,0,1.000000e-14,1.000000e-14,None,0,None,0,0,TQ,ux and vx,Minimum Singular Values 
12-Oct-2017 10:11:25,19,59,18,7,7,9.0194e-12,1.0249e-11,2.4773e-10,None,0,1.000000e-14,1.000000e-14,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:28:14,100,29,19,11,12,1000,1000,1000,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:28:15,101,29,18,11,15,1000,1000,1000,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:28:16,102,18,19,11,11,2.7516e-08,3.2006e-08,2.5968e-08,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:32:53,100,29,19,11,16,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:32:54,101,29,18,11,15,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:32:56,102,18,19,11,11,3.4905e-05,4.4178e-05,3.0478e-05,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:33:27,100,29,19,11,16,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:33:28,101,29,18,11,15,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:33:30,102,18,19,11,11,3.4905e-05,4.4178e-05,3.0478e-05,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:36:18,100,29,19,11,12,1000,1000,1000,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:36:19,101,29,18,11,15,1000,1000,1000,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:36:20,102,18,19,11,11,2.7516e-08,3.2006e-08,2.5968e-08,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:37:03,100,29,19,11,16,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:37:04,101,29,18,11,15,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:37:06,102,18,19,11,11,3.4905e-05,4.4178e-05,3.0478e-05,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:43:05,100,29,19,11,16,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:43:06,101,28,17,10,14,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:43:08,102,19,18,11,11,4.4178e-05,3.4905e-05,3.0478e-05,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:45:12,100,29,19,11,12,1000,1000,1000,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:45:13,101,28,17,10,14,1000,1000,1000,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:45:14,102,19,18,11,11,3.2006e-08,2.7516e-08,2.5968e-08,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 17:47:55,100,29,19,11,12,1000,1000,1000,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:06:33,100,29,19,11,16,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:06:35,101,28,17,10,14,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:06:36,102,19,18,11,11,4.4178e-05,3.4905e-05,3.0478e-05,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:07:24,100,29,19,11,16,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:07:26,101,28,17,10,14,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:07:28,102,19,18,11,11,4.4178e-05,3.4905e-05,3.0478e-05,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:08:05,100,29,19,11,16,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:08:06,101,28,17,10,14,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:08:08,102,19,18,11,11,4.4178e-05,3.4905e-05,3.0478e-05,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:10:49,100,29,19,11,16,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:10:51,101,28,17,10,14,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:10:52,102,19,18,11,11,4.4178e-05,3.4905e-05,3.0478e-05,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:11:14,100,29,19,11,12,1000,1000,1000,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:11:15,101,28,17,10,14,1000,1000,1000,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
17-Oct-2017 19:11:16,102,19,18,11,11,3.2006e-08,2.7516e-08,2.5968e-08,None,0,1.000000e-09,1.000000e-09,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
