DATE, EX_NUM, m, n, t, ERROR_UX, ERROR_VX, ERROR_DX, MEAN_METHOD, BOOL_ALPHA_THETA, EMIN, EMAX, LOW_RANK_APPROX_METHOD,LOW_RANK_ITE, APF_METHOD, APF_ITE,BOOL_LOG,SYLVESTER_BUILD_METHOD,GCD_METHOD, RANK_REVEALING_METRIC
26-Sep-2017 20:49:00,15,13,11,8,1,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-07,Standard STLN,1,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:49:02,15,13,11,8,1,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-07,1.000000e-07,Standard SNTLN,1,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:49:09,15,13,11,8,8,7.5992e-06,5.3933e-06,2.2621e-06,None,0,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:49:10,15,13,11,8,8,1.003e-05,7.1546e-06,3.0652e-06,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:49:12,15,13,11,8,8,1.0102e-07,1.2943e-08,7.9183e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:49:13,15,13,11,8,8,5.6864e-07,3.5919e-07,1.5405e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:49:55,15,13,11,8,8,1.4591e-06,1.0365e-06,4.3508e-07,None,0,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:49:56,15,13,11,8,8,1.3387e-06,9.5481e-07,4.0944e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:49:57,15,13,11,8,8,1.0962e-08,5.4518e-09,3.0454e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:49:59,15,13,11,8,8,8.0367e-08,5.0509e-08,2.205e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:56:17,15,13,11,8,8,7.5992e-06,5.3933e-06,2.2621e-06,None,0,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:56:18,15,13,11,8,8,1.003e-05,7.1546e-06,3.0652e-06,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:56:19,15,13,11,8,8,1.0102e-07,1.2943e-08,7.9183e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:56:21,15,13,11,8,8,5.6864e-07,3.5919e-07,1.5405e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:56:50,15,13,11,8,8,6.9001e-06,4.8961e-06,2.0532e-06,None,0,1.000000e-09,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:56:52,15,13,11,8,8,9.6944e-06,6.9152e-06,2.9623e-06,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:56:53,15,13,11,8,8,1.0254e-07,8.98e-09,5.6939e-09,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:56:54,15,13,11,8,8,5.4516e-07,3.446e-07,1.4741e-07,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:57:55,15,13,11,8,8,6.9001e-07,4.8961e-07,2.0532e-07,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:57:56,15,13,11,8,8,9.6945e-07,6.9153e-07,2.9623e-07,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:57:57,15,13,11,8,8,1.0254e-08,8.9802e-10,5.694e-10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:57:59,15,13,11,8,8,5.4513e-08,3.4458e-08,1.474e-08,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:59:37,23,17,18,8,8,1.9824e-07,1.6079e-08,1.2393e-08,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:59:39,23,17,18,8,8,1.5863e-09,3.3903e-09,1.8653e-09,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:59:40,23,17,18,8,8,1.7323e-09,3.671e-10,2.5283e-09,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:59:42,23,17,18,8,8,4.0786e-10,5.6844e-10,2.8476e-09,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:00:07,23,17,18,8,8,2.0031e-06,1.5909e-07,1.2279e-07,None,0,1.000000e-09,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:00:08,23,17,18,8,8,1.5863e-08,3.3902e-08,1.8653e-08,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:00:10,23,17,18,8,8,1.7323e-08,3.671e-09,2.5283e-08,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:00:11,23,17,18,8,8,4.0785e-09,5.6844e-09,2.8476e-08,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:01:08,23,17,18,8,8,2.0793e-06,1.6443e-07,1.2776e-07,None,0,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:01:09,23,17,18,8,8,1.8464e-08,3.7252e-08,2.0026e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:01:11,23,17,18,8,8,1.8491e-08,4.5001e-09,2.713e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:01:12,23,17,18,8,8,6.9118e-09,5.2013e-09,3.0258e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:04:24,23,17,18,8,8,2.0031e-06,1.5909e-07,1.2279e-07,None,0,1.000000e-09,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:04:26,23,17,18,8,8,1.5863e-08,3.3902e-08,1.8653e-08,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:04:27,23,17,18,8,8,1.7323e-08,3.671e-09,2.5283e-08,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:04:29,23,17,18,8,8,4.0785e-09,5.6844e-09,2.8476e-08,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:04:50,23,17,18,8,7,1000,1000,1000,None,0,1.000000e-09,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:04:51,23,17,18,8,8,1.5608e-07,3.3567e-07,1.8516e-07,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:04:52,23,17,18,8,8,1.7214e-07,3.5917e-08,2.5099e-07,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-06,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:04:54,23,17,18,8,8,3.9174e-08,5.744e-08,2.8298e-07,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:06:07,23,17,18,8,8,2.7844e-07,2.2268e-08,1.8086e-08,None,0,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:06:09,23,17,18,8,8,4.6264e-09,7.0791e-09,3.4026e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:06:10,23,17,18,8,8,3.4273e-09,1.3756e-09,4.5835e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:06:12,23,17,18,8,8,4.6738e-09,1.1409e-09,4.831e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:06:30,23,17,18,8,8,2.0793e-06,1.6443e-07,1.2776e-07,None,0,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:06:31,23,17,18,8,8,1.8464e-08,3.7252e-08,2.0026e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:06:33,23,17,18,8,8,1.8491e-08,4.5001e-09,2.713e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:06:34,23,17,18,8,8,6.9118e-09,5.2013e-09,3.0258e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:07:35,23,17,18,8,8,5.5701e-07,2.9644e-09,2.7314e-08,None,0,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:07:37,23,17,18,8,8,9.0515e-09,2.9137e-08,1.6244e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:07:38,23,17,18,8,8,1.0058e-08,6.5867e-09,1.8413e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 21:07:40,23,17,18,8,8,1.0368e-08,8.5133e-09,1.7474e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
27-Sep-2017 15:41:28,23,17,18,8,8,5.5701e-07,2.9644e-09,2.7314e-08,None,0,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
27-Sep-2017 15:41:29,23,17,18,8,8,9.0515e-09,2.9137e-08,1.6244e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:35:12,11,42,39,28,28,2.8223e-06,4.6728e-07,1.7769e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:35:14,11,42,39,28,22,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:37:34,11,42,39,28,28,2.8223e-06,4.6728e-07,1.7769e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:37:36,11,42,39,28,22,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:38:09,11,42,39,28,22,1000,1000,1000,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:38:12,11,42,39,28,28,2.8223e-06,4.6728e-07,1.7769e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:44:05,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:44:06,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:47:06,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:47:07,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:47:24,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:47:25,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:48:55,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:48:56,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:49:25,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:49:27,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:49:40,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:49:41,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:49:51,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:49:52,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:52:15,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:52:17,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:52:30,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 14:52:31,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:11:46,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:11:47,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:32:38,3,21,20,12,12,1.1123e-05,1.2028e-06,2.2511e-06,None,0,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:32:40,3,21,20,12,12,6.6916e-11,2.2058e-13,2.7159e-11,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-10,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:43:59,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:44:00,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:44:02,2,19,16,5,5,5.5245e-08,8.381e-09,9.3733e-08,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:44:03,2,19,16,5,5,5.2065e-08,7.9599e-09,8.8399e-08,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:46:08,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:46:09,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:46:28,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:46:29,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:46:55,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:46:56,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:47:32,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:47:34,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:49:45,12,10,8,5,5,6.4635e-07,2.1133e-07,2.0155e-07,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:49:47,12,10,8,5,5,1.4863e-07,6.4047e-08,5.685e-08,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:50:11,12,10,8,5,5,0.00059526,0.00019573,0.00018639,None,0,1.000000e-06,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:50:12,12,10,8,5,5,0.00017318,7.4021e-05,6.5823e-05,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:51:49,12,10,8,5,5,0.00059526,0.00019573,0.00018639,None,0,1.000000e-06,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:52:23,12,10,8,5,5,0.00017318,7.4021e-05,6.5823e-05,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:56:45,15,13,11,8,8,6.8232e-07,4.8414e-07,2.0302e-07,None,0,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 15:57:02,15,13,11,8,8,9.6575e-07,6.889e-07,2.951e-07,Geometric Mean Matlab Method,1,1.000000e-12,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 16:01:46,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 16:01:58,2,19,16,5,5,1.2324e-05,1.9487e-06,2.2328e-05,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 16:02:38,2,19,16,5,5,5.7342e-07,8.652e-08,9.7139e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 16:02:40,2,19,16,5,5,5.3988e-07,8.2075e-08,9.1507e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 16:03:36,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 16:03:46,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 16:07:18,2,19,16,5,5,5.5245e-08,8.381e-09,9.3733e-08,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 16:07:20,2,19,16,5,5,5.2065e-08,7.9599e-09,8.8399e-08,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:04:18,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:04:19,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:04:46,3,21,20,12,14,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:04:47,3,21,20,12,12,6.6925e-09,2.1833e-11,2.716e-09,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:04:49,3,21,20,12,12,5.9267e-08,2.244e-10,2.661e-09,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,200,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:04:51,3,21,20,12,12,2.7565e-07,2.4527e-08,4.5514e-08,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:05:56,4,5,6,2,2,1.8469e-10,4.7511e-10,1.3959e-09,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:05:57,4,5,6,2,2,3.4585e-10,2.9213e-10,1.0988e-09,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:05:58,4,5,6,2,2,5.6138e-10,4.2259e-10,9.0743e-10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:05:59,4,5,6,2,2,5.8476e-10,2.3395e-10,7.8674e-10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:08:04,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:08:05,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:27:34,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:27:35,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
28-Sep-2017 23:27:57,2,19,16,5,5,6.6056e-07,1.0927e-07,1.2259e-06,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
